学校id,学校名称,学校层次,学校类型,所处地区,招生办电话,招生办官网
1909,泉州信息工程学院,普通本科,理工类,福建泉港区,"0595-22789708,0595-22789808,0595-22789648",http://www.qziedu.cn/zhaoshenggongzuo/
1911,漳州理工职业学院,专科（高职）,理工类,福建,"0596-7081766,0596-7081788",https://www.zzlg.org/student.asp
1912,泉州华光职业学院,专科（高职）,综合类,福建永春县,"0595-87354001,0595-87354000",https://www.hgu.cn/lanmu/7.html
1913,福州理工学院,普通本科,理工类,福建,0591-62990018,http://admissions.fit.edu.cn/
1914,福州软件职业技术学院,专科（高职）,综合类,福建,0591-83843292,http://www.fzrjxy.com/zsw/
1915,福州科技职业技术学院,专科（高职）,综合类,福建,"0591-83180506,0592-2118936,0591-87985787,0591-83749255",http://www.fzstc.com.cn/col.jsp?id=150
1916,西藏警官高等专科学校,专科（高职）,师范类,西藏,,
1917,拉萨师范高等专科学校,专科（高职）,综合类,西藏,0891-6822775,http://www.xzlssf.org/zhaosheng/
1918,西藏职业技术学院,专科（高职）,综合类,西藏,"0891-6863142,0891-6805103",http://www.xzgzy.cn/list/37.html
1919,新乡学院,普通本科,师范类,河南,"0373-3682901,0373-3682902",http://zs.xxu.edu.cn/
1920,河南财政金融学院,普通本科,财经类,河南,0371-69303222,http://zsjyc.hafu.edu.cn/
1921,焦作师范高等专科学校,专科（高职）,师范类,河南,"0391-3593980,0391-3399402",http://zs.jzsz.edu.cn/
1922,郑州工程技术学院,普通本科,理工类,河南,"0371-68229255,0371-68229256",https://zs.zzut.edu.cn/
1923,焦作大学,专科（高职）,综合类,河南解放区,"0391-2989911,0391-2989922",https://zs.jzu.edu.cn/
1924,黄河水利职业技术学院,专科（高职）,理工类,河南,0371-23662366,http://zhaosheng.yrcti.edu.cn/
1925,许昌职业技术学院,专科（高职）,理工类,河南,0374-2276888,http://zsjy.xcitc.edu.cn/
1926,商丘职业技术学院,专科（高职）,综合类,河南,"0370-3182222,0370-3183333",http://zhaoban.sqzy.edu.cn/
1927,周口职业技术学院,专科（高职）,理工类,河南,"0394-8693098,0394-8693081",http://zkvtczs.university-hr.com
1928,济源职业技术学院,专科（高职）,理工类,河南济源市,"0391-6636611,0391-6636622",https://www.jyvtc.edu.cn/zs/index.html
1929,河南司法警官职业学院,专科（高职）,政法类,河南,"0371-63760931,0371-63975691",http://zsjy.hnsfjy.net/
1930,河南检察职业学院,专科（高职）,政法类,河南,0371-69970109,http://zsjy.hnjc.org
1931,河南质量工程职业学院,专科（高职）,理工类,河南湛河区,"0375-7662111,0375-7662112",http://zsbgs.zlxy.edu.cn/
1932,郑州信息科技职业学院,专科（高职）,理工类,河南,0371-69301010,http://hnou.open.ha.cn/zxzsw/index.aspx
1933,信阳职业技术学院,专科（高职）,综合类,河南,"0376-6281818,0376-6280808,0376-6281779",http://xyzb.xyvtc.edu.cn
1934,郑州工业安全职业学院,专科（高职）,理工类,河南,0371-62519900,http://www.zazy.cn/News/ZhaoShengJiuYeChu/
1935,永城职业学院,专科（高职）,综合类,河南,0370-5172822,http://www.ycvc.edu.cn/xbweb/zb/index.asp
1936,河南经贸职业学院,专科（高职）,财经类,河南,"0371-86629993,0371-86661223",http://zs.hnjmxy.cn/
1937,河南交通职业技术学院,专科（高职）,理工类,河南,"0371-68870088,0371-68858012,0371-60868273",http://zszx.hncc.edu.cn/
1938,河南农业职业学院,专科（高职）,农林类,河南,0371-62199001,http://www.hnca.edu.cn/zsjyc/
1939,郑州职业技术学院,专科（高职）,理工类,河南,0371-64961768,http://www.zzyedu.cn/zsxxw/main.htm
1940,河南工业贸易职业学院,专科（高职）,财经类,河南,"0371-60987001,0371-60987002,0371-60987005",http://www.hngm.edu.cn/s.php/zsgzc
1941,新乡医学院三全学院,普通本科,医药类,河南,"0373-7375783,0373-3831943,0373-3831880",http://zs.sqmc.edu.cn/
1942,郑州澍青医学高等专科学校,专科（高职）,医药类,河南,"0371-67673329,0371-67673330,0371-67673360",http://www.shuqing.org/zzjg/hzjg/zsc
1943,嵩山少林武术职业学院,专科（高职）,综合类,河南金水区,0371-62809555,http://shaolinkungfu.edu.cn/Department/index/department_id/40.html
1944,郑州电力职业技术学院,专科（高职）,理工类,河南郑州经济技术开发区,0371-62111111,http://zhaosheng.zzdl.com/
1945,荆州理工职业学院,专科（高职）,理工类,湖北,"0716-8252882,0716-8517410",http://www.jzlg.cn/zs/
1946,湖北工业职业技术学院,专科（高职）,综合类,湖北,0719-8216024,http://www.hbgyzy.edu.cn/zsjy/zsgz.htm
1947,武汉船舶职业技术学院,专科（高职）,理工类,湖北,"027-84803666,027-84804762",http://zsw.wspc.edu.cn/
1948,恩施职业技术学院,专科（高职）,综合类,湖北,"0718-8430774,0718-8433600,0718-8200588,0718-8201566",http://zsxx.eszy.edu.cn/
1949,荆州职业技术学院,专科（高职）,理工类,湖北,"0716-8022266,0716-8022299,0716-8022277",http://www.jzit.net.cn/zsjy.htm
1950,仙桃职业学院,专科（高职）,理工类,湖北仙桃市,"0728-3331818,0728-3331828",http://zs.hbxtzy.com/
1951,湖北轻工职业技术学院,专科（高职）,理工类,湖北,"027-87866040,027-87871803",http://zs.hbliti.com/
1952,武汉软件工程职业学院,专科（高职）,理工类,湖北,"027-87996666,027-81655810",http://zsxx.whvcse.edu.cn/
1953,武汉电力职业技术学院,专科（高职）,理工类,湖北,"027-59802660,027-59802779",http://www.whetc.com/zsjy/
1954,湖北生物科技职业学院,专科（高职）,理工类,湖北,"027-87666655,027-87667779",http://zs.hbskzy.cn
1955,湖北艺术职业学院,专科（高职）,艺术类,湖北,"027-87563259,027-87863036",http://www.artcollegehb.cn/zhaosheng.php
1956,咸宁职业技术学院,专科（高职）,理工类,湖北,"0715-8259788,0715-8259819",http://zhaoban.xnec.cn
1957,江汉艺术职业学院,专科（高职）,艺术类,湖北潜江市,0728-6239001,https://www.hbjhart.cn/zhaoshengxinxiwang/
1958,湖北黄冈应急管理职业技术学院,专科（高职）,理工类,湖北黄州区,"0713-8833368,0713-8835368,18907258429,13636029130",http://www.hbsee.org/hbsee/vip_doc/18171430_0_0_1.html
1959,湖北财税职业学院,专科（高职）,财经类,湖北,"027-88116071,027-88117970",http://zsxx.hbcszyxy.edu.cn/index.html
1960,湖北国土资源职业学院,专科（高职）,综合类,湖北武昌区,"027-84731188,027-84732288,027-84733388",http://zsxx.hbgt.com.cn
1961,三峡电力职业学院,专科（高职）,理工类,湖北,"0717-6466621,0717-6720550,0717-6453142",http://zsjy.tgcep.cn
1962,湖北青年职业学院,专科（高职）,政法类,湖北武昌区,"027-87800545,027-87408276",http://zsxx.e21.cn/e21html/schoolinfo/school-indexs2990.html
1963,湖北大学知行学院,普通本科,理工类,湖北,"027-82307076,027-82300410",http://zsb.hudazx.cn/
1964,武汉工商学院,普通本科,综合类,湖北,"027-88147227,027-88147355",https://goto.wtbu.edu.cn
1965,湖北工业大学工程技术学院,普通本科,综合类,湖北,"027-59751234,027-59750911",http://hbutgcxy.jysd.com/
1966,湖北商贸学院,普通本科,财经类,湖北洪山区,"027-82666063,027-87786825,027-87786820",http://bkzs.hbc.edu.cn/
1967,武昌工学院,普通本科,综合类,湖北,"027-88151188,18908653308,18971653308",http://zsb.wuit.edu.cn/
1968,武汉工程大学邮电与信息工程学院,普通本科,理工类,湖北,027-87194571,http://zsjy.witpt.edu.cn/
1969,湖北汽车工业学院科技学院,普通本科,理工类,湖北郧阳区,"0719-8262142,0719-8245131",http://kyzb.huat.edu.cn/
1970,湖北师范大学文理学院,普通本科,师范类,湖北大冶市,"0714-5221122,0714-5221133",http://zsxx.wlxy.hbnu.edu.cn/main.htm
1971,湖北文理学院理工学院,普通本科,理工类,湖北,"0710-3808177,0710-3806222",http://zsw.hbasstu.net/
1972,长江大学文理学院,普通本科,理工类,湖北,0716-8068678,http://wlxy.yangtzeu.edu.cn/zsw/
1973,长江大学工程技术学院,普通本科,理工类,湖北,"0716-8067518,0716-8067586",
1974,武汉晴川学院,普通本科,综合类,湖北,"027-87934566,027-87934577",http://zs.qcuwh.cn
1975,武汉生物工程学院,普通本科,理工类,湖北,"027-89649818,027-89649828",http://zsw.whsw.cn
1976,武汉工贸职业学院,专科（高职）,综合类,湖北,"027-50528956,027-87513916",
1977,武汉外语外事职业学院,专科（高职）,理工类,湖北江岸区,"027-86490328,027-86490678",http://www.whflfa.com/zsw/index.aspx
1978,湖北开放职业学院,专科（高职）,理工类,湖北,"027-87402220,027-87576920",http://www.hbou.cn/web-hbousite/dpthtml/8/0
1979,武汉信息传播职业技术学院,专科（高职）,理工类,湖北,"027-81801023,027-81801025,027-81801024",http://zsw.whinfo.cn/
1980,武汉科技职业学院,专科（高职）,理工类,湖北,"027-87658130,027-87658383",http://www.whkjz.com/video_complex.aspx?nid=15
1981,黄冈科技职业学院,专科（高职）,理工类,湖北红安县,"0713-8671666,0713-8671298,0713-8671699",https://hbhgkj.91wllm.com/
1982,湖北科技职业学院,专科（高职）,综合类,湖北,"027-87588821,027-87588921",http://zs.hubstc.com.cn/
1983,湖南工学院,普通本科,理工类,湖南珠晖区,0734-3452028,http://zs.hnit.edu.cn/
1984,长沙航空职业技术学院,专科（高职）,理工类,湖南,"0731-85473610,0731-85473731",http://zs.cavtc.cn/
1985,湖南财政经济学院,普通本科,财经类,湖南,"0731-88811789,0731-88811731,0731-88811788",http://hncyzs.bibibi.net/recruit/index/index
1986,湖南警察学院,普通本科,政法类,湖南,"0731-82791713,0731-82791758",http://www.hnpolice.com/column/zszc/index.shtml
1987,湖南医药学院,普通本科,医药类,湖南鹤城区,"0745-2382419,0745-2381505,0745-2382910",http://zs.hnmu.com.cn
1988,湖南中医药高等专科学校,专科（高职）,医药类,湖南,"0731-28519008,0731-28519116",http://zsxx.hntcmc.net/
1990,长沙师范学院,普通本科,师范类,湖南,"0731-84036198,0731-84036197",http://zsxx.cssf.cn/
1991,益阳医学高等专科学校,专科（高职）,医药类,湖南,0737-4227752,http://www.hnyyyz.com/zs
1992,长沙民政职业技术学院,专科（高职）,理工类,湖南,"0731-82763288,0731-82763278",http://zs.csmzxy.com
1993,湖南工业职业技术学院,专科（高职）,理工类,湖南,"400-678-4358,0731-82946188,0731-82946177",http://www.hunangy.com/zsjyc/
1994,湖南信息职业技术学院,专科（高职）,理工类,湖南,"0731-82782222,0731-82782777",http://zs.hniu.cn/recruit/index/index
1995,湖南女子学院,普通本科,语言类,湖南,"0731-85570812,0731-82825069,0731-82766142",http://zsc.hnwu.edu.cn/
1996,湖南大众传媒职业技术学院,专科（高职）,综合类,湖南,"0731-84028681,0731-84028686,0731-84028629",http://www.hnmmc.cn:85/
1997,永州职业技术学院,专科（高职）,综合类,湖南,"0746-6367068,0746-6666009",http://hnyzzy.com/zsc/
1998,湖南铁道职业技术学院,专科（高职）,综合类,湖南,"0731-22783888,0731-22783964",http://zs.hnrpc.com/zsxt-web/index.do
1999,湖南科技职业学院,专科（高职）,综合类,湖南,"0731-85677267,0731-85058777",http://zsb.hnkjxy.net.cn/
2000,湖南交通职业技术学院,专科（高职）,理工类,湖南,"0731-88753240,0731-88753241,0731-82082092",http://zsw.hnjtzy.com.cn/index.php
2001,湖南商务职业技术学院,专科（高职）,财经类,湖南,"0731-88115666,0731-88115777",http://www.hnswxy.com/zhaosheng/index.html
2002,湖南体育职业学院,专科（高职）,体育类,湖南,"0731-5072855,0731-5072701",http://www.hntyxy.net/zsw.jhtml
2003,湖南工程职业技术学院,专科（高职）,理工类,湖南,"0731-84095317,0731-84095378,0731-84095386",http://hngczyzs.bibibi.net/recruit/index/index
2004,湖南外贸职业学院,专科（高职）,财经类,湖南,"0731-88131755,0731-88131756,0731-88131757",http://www.hnwmxy.com/hezuobangongshi/
2005,湖南网络工程职业学院,专科（高职）,综合类,湖南,"0731-82821054,0731-82821057,0731-82821058",http://www2.hnevc.com/zs/
2006,邵阳职业技术学院,专科（高职）,综合类,湖南,"0739-5301616,0739-5301928",https://www.syzyedu.com/bm/default.aspx?depid=25
2007,湖南司法警官职业学院,专科（高职）,政法类,湖南,"0731-82693111,0731-82693036,0731-82693116",http://zs.hnsfjy.cn
2008,湖南环境生物职业技术学院,专科（高职）,农林类,湖南,"0734-8591999,0734-8591244",http://zsw.hnebp.edu.cn/
2009,湖南邮电职业技术学院,专科（高职）,理工类,湖南,"0731-85201868,0731-85201878",http://zsw.hnydxy.com/
2010,湘潭医卫职业技术学院,专科（高职）,综合类,湖南,"0732-8519123,0732-8519121",http://xtywzyzs.bibibi.net
2011,郴州职业技术学院,专科（高职）,综合类,湖南,"0735-2351060,0735-2353210",http://zs.czzy-edu.com/
2012,娄底职业技术学院,专科（高职）,综合类,湖南,"0738-8360973,0738-8360978",http://ldzy.good-edu.cn/
2013,张家界航空工业职业技术学院,专科（高职）,理工类,湖南,"0744-8255163,0744-8222373",http://zs.zjjhy.net/
2014,长沙环境保护职业技术学院,专科（高职）,理工类,湖南,"0731-85622728,0731-85622888",http://zsxx.cshbxy.com
2015,湖南艺术职业学院,专科（高职）,艺术类,湖南,"0731-88838967,0731-88631891",https://www.arthn.com/zszt/zysz.htm
2016,湖南机电职业技术学院,专科（高职）,理工类,湖南,"0731-84099000,0731-84099018",http://zs.hnjdzy.net
2017,长沙职业技术学院,专科（高职）,综合类,湖南,0731-88105420,http://csjyc.cszyedu.cn/
2018,怀化职业技术学院,专科（高职）,综合类,湖南,"0745-2775611,0745-2775993",http://zs.hhvtc.com.cn/
2019,岳阳职业技术学院,专科（高职）,综合类,湖南,"0730-8677333,0730-8677346",http://zsjy.yvtc.edu.cn
2020,常德职业技术学院,专科（高职）,综合类,湖南,"0736-7280515,0736-7280516",http://www.cdzy.cn/zsb
2021,湖南化工职业技术学院,专科（高职）,理工类,湖南,"0731-22537637,0731-22537639,0731-22537638",http://www.hnhgzy.com/zsjy/
2022,湖南城建职业技术学院,专科（高职）,理工类,湖南,"0731-58662866,0731-58660668",http://www.hnucc.com/templet/zsw/
2023,湖南石油化工职业技术学院,专科（高职）,理工类,湖南,"0730-8451929,0730-8452482,0730-8477623",https://www.hnshzy.cn/channels/103.html
2024,湖南民族职业学院,专科（高职）,民族类,湖南,"0730-8886309,0730-8850057",http://zsw.hnvc.net.cn
2025,湘西民族职业技术学院,专科（高职）,综合类,湖南,"0743-8535033,0743-8535333",http://zsc.xxmzy.org.cn/
2026,湖南财经工业职业技术学院,专科（高职）,财经类,湖南,"0734-3174218,0734-8378042",http://zs.hycgy.com/
2027,益阳职业技术学院,专科（高职）,综合类,湖南,"0737-4624888,0737-4625888",http://yyvtczs.jysd.com/
2028,湖南工艺美术职业学院,专科（高职）,艺术类,湖南赫山区,"0737-4111648,0737-4110831",http://zsjy.hnmeida.com.cn
2029,湖南理工职业技术学院,专科（高职）,综合类,湖南,"0731-58520170,0731-52518613",http://www.hnlgzy.net/102/130/index.htm
2030,湖南汽车工程职业学院,专科（高职）,理工类,湖南石峰区,"0731-22118833,0731-22118855",http://zs.zzptc.com/Index.shtml
2031,长沙电力职业技术学院,专科（高职）,理工类,湖南,"0731-84074167,0731-84074198,0731-84074121",http://zsxx.cseptc.net/
2032,湖南水利水电职业技术学院,专科（高职）,理工类,湖南长沙县,"0731-84081345,0731-84073248,0731-84073612",http://www.hnslsdxy.com/zsw/page/default.aspx
2033,湖南现代物流职业技术学院,专科（高职）,综合类,湖南芙蓉区,"0731-84083169,0731-84083978",http://56eduzs.university-hr.cn/
2034,湖南高速铁路职业技术学院,专科（高职）,理工类,湖南,"0734-2522039,0734-2548115",http://58.20.171.67:8164/Home/Esinfonew
2035,湖南铁路科技职业技术学院,专科（高职）,理工类,湖南,"0731-22777066,0731-22777068",http://zsw.hntky.com/
2036,湖南安全技术职业学院,专科（高职）,综合类,湖南,"0731-84396555,0731-84396556",http://zs.hnvist.cn/
2037,湖南电气职业技术学院,专科（高职）,理工类,湖南雨湖区,"0731-58210621,0731-58596575",http://zsxx.hnjd.net.cn/
2038,湖南信息学院,普通本科,理工类,湖南,"0731-84098666,0731-84098777",http://zsb.hnisc.com/
2039,湖南应用技术学院,普通本科,综合类,湖南鼎城区,"0736-7377377,0736-7377477",http://zs.hnyyjsxy.com/zsindex.html
2040,湖南交通工程学院,普通本科,理工类,湖南雁峰区,"0734-8815001,0734-8815008",http://zs.hnjt.edu.cn/
2041,湖南九嶷职业技术学院,专科（高职）,综合类,湖南,"0746-8372222,0746-8322939",http://www.hnxxjsxy.com/News/?id=35
2042,湖南软件职业学院（本科）,普通本科,理工类,湖南湘潭九华示范区,"0732-2317588,0732-2317589",http://www.hnsoftedu.com:85/public/zsw/
2044,湖南外国语职业学院,专科（高职）,语言类,湖南,"0731-82646629,0731-82646580",http://www.hnflc.cn/zhaosheng.aspx
2045,潇湘职业学院,专科（高职）,综合类,湖南,"0738-8610888,0738-8610999",https://www.hnxxc.com/item-zsb/
2046,湖南电子科技职业学院,专科（高职）,综合类,湖南望城区,0731-88728868,http://cn.dzkjxy.cn/
2047,湖南都市职业学院,专科（高职）,综合类,湖南,"0731-86399188,0731-86399199",http://www.hnupc.com/hnupc/cn/Recruits_zs/Recruits.asp
2048,广东轻工职业技术学院,专科（高职）,其他,广东,020-61230900,http://gdqyzs.jysd.com/
2049,广东食品药品职业学院,专科（高职）,理工类,广东,"020-28854365,020-28854882",http://www.gdyzy.edu.cn/web/loadWebPage.do?4401401_440114302_0_4
2050,广东体育职业技术学院,专科（高职）,体育类,广东,020-61034014,https://zsjybgs.gdtzy.edu.cn/
2051,广东科贸职业学院,专科（高职）,综合类,广东,"020-22014966,020-85291645",http://www.gdkm.edu.cn/Category_38/Index.aspx
2052,广州科技贸易职业学院,专科（高职）,综合类,广东,"020-84560708,020-84560798",http://zsw.gzkmu.edu.cn
2053,中山职业技术学院,专科（高职）,综合类,广东,"0760-88269288,0760-88268371",https://www.zspt.edu.cn/zs/index.htm
2054,北京师范大学珠海分校,普通本科,其他,广东,0756-3683333,
2055,广州商学院,普通本科,财经类,广东黄埔区,"020-82872773,020-82874639",https://zsb.gcc.edu.cn/
2056,广州华立学院,普通本科,理工类,广东增城区,"020-82900921,020-82900920",https://www.hualixy.edu.cn/zsb/
2057,华南农业大学珠江学院,普通本科,综合类,广东,020-87975122,http://www.scauzhujiang.cn/zsb/
2058,广州理工学院,普通本科,综合类,广东白云区,"020-87478449,020-87478354",http://zsb.gzist.edu.cn/
2059,广州城市理工学院,普通本科,综合类,广东越秀区,"020-66609166,020-36903023",http://zs.gcu.edu.cn
2060,广州华商学院,普通本科,财经类,广东增城区,020-82666666,http://zs.gdhsc.edu.cn
2061,广东外语外贸大学南国商学院,普通本科,财经类,广东,"020-22245021,020-22245822",http://www.gwng.edu.cn/zsb
2062,广州珠江职业技术学院,专科（高职）,综合类,广东,"020-82719999,020-82728111",http://demo2.ltpower.net/web/zjzy-f3b89a2229da9031e461acc4877f911e/h/index.aspx
2063,广州松田职业学院,专科（高职）,综合类,广东,"020-82850580,020-82856652",https://www.gzst.edu.cn/index_112.aspx?SubjectID=29
2064,广东文理职业学院,专科（高职）,综合类,广东,"0759-6655555,0759-6632278",http://www.gdwlxy.cn/Html/Article/list_533.html
2065,和田师范专科学校,专科（高职）,师范类,新疆,"0903-2513282,0903-2517225",https://www.htnc.edu.cn/405/list.htm
2066,新疆工程学院,普通本科,理工类,新疆,"0991-7977268,0991-7977269",https://apps.eol.cn/267/index.html
2067,新疆维吾尔医学专科学校,专科（高职）,医药类,新疆,"0903-2058534,0903-2058420",
2068,新疆警察学院,普通本科,政法类,新疆,0991-2385455,
2070,乌鲁木齐职业大学,专科（高职）,理工类,新疆,"0991-8825404,0991-8809512",
2071,克拉玛依职业技术学院,专科（高职）,理工类,新疆克拉玛依区,"0992-6234377,0992-6609801",http://zsjy.kzjsxy.net/
2073,伊犁职业技术学院,专科（高职）,农林类,新疆,"0999-8056441,0999-8055925",http://www.ylzyjs.cn/moreInfo.aspx?menuId=7487
2074,阿克苏职业技术学院,专科（高职）,综合类,新疆,"0997-6889203,0997-6889204,0997-6889205,0997-6889200",http://zsb.akszy.com/
2075,巴音郭楞职业技术学院,专科（高职）,理工类,新疆,"19999191285,19999191287",http://www.xjbyxy.cn/index.php/cms/item-list-category-925.shtml
2076,新疆石河子职业技术学院,专科（高职）,理工类,新疆石河子市,"0993-2059596,0993-2059569",http://www.shzv.edu.cn/zs/
2077,新疆现代职业技术学院,专科（高职）,医药类,新疆,"0991-3707015,0991-3707007",
2078,新疆能源职业技术学院,专科（高职）,理工类,新疆,0991-5942366,http://www.xjnyedu.com/zsjy/
2079,新疆天山职业技术大学,普通本科,综合类,新疆水磨沟区,"0991-4161051,0991-4162117,0991-4161038",http://www.xjtsxy.cn/index.php?m=news&amp;a=index&amp;classify_id=253
2080,重庆城市管理职业学院,专科（高职）,综合类,重庆沙坪坝区,"023-65626666,023-65626165",http://zs.cswu.cn/
2081,重庆建筑科技职业学院,专科（高职）,综合类,重庆沙坪坝区,"023-61691896,023-61691897,023-61691898",http://www.cqfdcxy.com
2082,四川中医药高等专科学校,专科（高职）,医药类,四川,"0816-2394744,0816-2381072",http://zs.scctcm.cn/
2083,内江职业技术学院,专科（高职）,综合类,四川,"0832-2265927,0832-2261439",http://zs.njvtc.edu.cn/
2084,宜宾职业技术学院,专科（高职）,综合类,四川,"0831-8275466,0831-8274690,0831-8274290",http://old.ybzy.cn/zsjy/zsxx.htm
2085,四川商务职业学院,专科（高职）,财经类,四川,"028-61935558,028-61935556,028-82996558",http://www.scsw.edu.cn/zsjy/zs.htm
2086,四川铁道职业学院,专科（高职）,财经类,四川郫都区,"028-68939881,028-68939880",https://www.scrc.org.cn/zsjy/
2087,四川艺术职业学院,专科（高职）,艺术类,四川,"028-61718111,028-61718005",http://zs.scapi.cn/
2088,四川财经职业学院,专科（高职）,财经类,四川,028-84642024,http://adm.scpcfe.cn/
2090,四川科技职业学院,专科（高职）,综合类,四川,"028-36792609,028-36792611,028-36792612",http://zs.scstc.cn/
2091,四川华新现代职业学院,专科（高职）,综合类,四川,"028-84811011,028-84811022",http://www.schxmvc.com.cn/zsjy.htm
2092,四川文化传媒职业学院,专科（高职）,综合类,四川,"028-82312000,028-82386271",http://zs.svccc.net/
2093,济宁学院,普通本科,综合类,山东,"0537-3196696,0537-3196209",http://zs.jnxy.edu.cn
2094,山东电力高等专科学校,专科（高职）,理工类,山东,0531-82999089,
2095,淄博师范高等专科学校,专科（高职）,师范类,山东,"0533-3820000,0533-3821888",http://www.zbnc.edu.cn
2096,山东中医药高等专科学校,专科（高职）,医药类,山东牟平区,"0535-5136797,0535-5136796,0535-5136919,18753505333,18753505666",http://zs.stcmchina.com/
2097,山东商业职业技术学院,专科（高职）,财经类,山东,0531-86335555,https://zs.sict.edu.cn/
2098,青岛职业技术学院,专科（高职）,综合类,山东,"0532-86105300,0532-86105200",http://www.zsc.qtc.edu.cn/
2099,威海职业学院,专科（高职）,综合类,山东威海火炬高技术产业开发区,0631-5700555,http://zhaosheng.whvc.edu.cn/
2100,山东劳动职业技术学院,专科（高职）,理工类,山东,"0531-87196666,0531-87196580,0531-87966101",http://www.sljzsc.cn/
2101,莱芜职业技术学院,专科（高职）,综合类,山东莱芜区,"0634-6268314,0634-6267441",http://zsjy.lwvc.edu.cn/
2102,济宁职业技术学院,专科（高职）,综合类,山东任城区,"0537-2225775,0537-2285775",http://zs.jnzyjsxy.cn/
2103,潍坊职业学院,专科（高职）,综合类,山东潍坊滨海经济技术开发区,"0536-8527126,0536-8218945,0536-3083621",http://zs.sdwfvc.com/
2104,烟台职业学院,专科（高职）,综合类,山东,"0535-6927062,0535-6927063",http://zs.ytvc.edu.cn/
2105,东营职业学院,专科（高职）,理工类,山东河口区,"0546-8060069,0546-8060559,0546-8060063",http://www.dyxy.edu.cn/s.php/zs
2106,滨州职业学院,专科（高职）,综合类,山东滨城区,"0543-5082257,0543-5082326,0543-5082157",http://zs.bzpt.edu.cn
2107,山东科技职业学院,专科（高职）,综合类,山东潍城区,"0536-8187758,0536-8187753,0536-8187768",http://zhaosheng.sdvcst.edu.cn
2108,山东服装职业学院,专科（高职）,综合类,山东,"0538-2182277,0538-2182777,0538-8501550",http://zsb.svict.com/
2109,山东水利职业学院,专科（高职）,理工类,山东,0633-7983988,https://www.sdwcvc.cn/zs/
2110,山东畜牧兽医职业学院,专科（高职）,农林类,山东,"0536-8581030,0536-3081030,0536-8586253",http://zs.sdmy.edu.cn/
2111,山东交通职业学院,专科（高职）,综合类,山东奎文区,"0536-8781827,0536-8781865",http://zs.sdjtzyxy.com/
2112,淄博职业学院,专科（高职）,综合类,山东,"0533-2348111,0533-2342033",https://zb.zbvc.edu.cn/
2113,山东外贸职业学院,专科（高职）,财经类,山东,"0532-55761001,0532-55761002",http://zs.sdwm.edu.cn/
2114,山东信息职业技术学院,专科（高职）,理工类,山东,"0536-2931828,0536-3089628",http://zhaosheng.sdcit.cn/
2115,青岛港湾职业技术学院,专科（高职）,理工类,山东,"0532-81735177,0532-81735188",http://zs.qdgw.edu.cn
2116,山东胜利职业学院,专科（高职）,理工类,山东,"0546-8553818,0546-8557902,0546-8792747",http://zs.sdslvc.cn/
2117,山东经贸职业学院,专科（高职）,财经类,山东,"0536-2600007,0536-2600087,0536-2600088",http://zsw.sdecu.com/web/index.htm
2118,山东工业职业学院,专科（高职）,理工类,山东,"0533-8407007,0533-8407875,0533-8407077",http://zs.sdivc.edu.cn/
2119,山东化工职业学院,专科（高职）,综合类,山东,"0533-7575021,0533-7575089,0533-7575196",http://zsjy.qledu.net
2120,济南职业学院,专科（高职）,综合类,山东,"0531-58188796,0531-58183277,0531-58183288",http://zs.jnvc.cn/
2121,济南工程职业技术学院,专科（高职）,理工类,山东,"0531-81296901,0531-81296902,0531-81296903",https://zsbgs.jngcxy.edu.cn/
2122,山东电子职业技术学院,专科（高职）,理工类,山东,0531-83118111,http://www.sdcet.cn/zsxxw/
2123,山东旅游职业学院,专科（高职）,财经类,山东,"0531-81920108,0531-81920112,0531-81920213",http://www.sdts.net.cn/zsxx/
2124,山东铝业职业学院,专科（高职）,理工类,山东周村区,"0533-3793000,0533-3793001",https://www.shlzhj.net/enrolling-infos
2125,泰山职业技术学院,专科（高职）,综合类,山东岱岳区,"0538-8628178,0538-8628118",http://218.56.145.18:7006/
2126,山东药品食品职业学院,专科（高职）,医药类,山东,"0631-5712908,0631-5712907",http://zsxxw.wzq.sddfvc.edu.cn/
2127,山东商务职业学院,专科（高职）,综合类,山东牟平区,"0535-6925031,0535-8019032,0535-6925035",http://zs.sdbi.edu.cn/
2128,山东城市建设职业学院,专科（高职）,理工类,山东,"0531-67892888,0531-67892886,0531-89709888",https://zs.sduc.edu.cn/
2129,烟台汽车工程职业学院,专科（高职）,理工类,山东,"0535-6339002,0535-6339003,0535-6339001",http://zs.ytqcvc.cn/
2130,山东司法警官职业学院,专科（高职）,政法类,山东,"0531-58663619,0531-58663620",
2131,菏泽家政职业学院,专科（高职）,综合类,山东,"0530-4682198,0530-4682038",
2132,山东石油化工学院,普通本科,理工类,山东东营区,"0546-7396191,0546-7396011",http://zs.slcupc.edu.cn/
2133,山东英才学院,普通本科,综合类,山东,"0531-88253000,0531-88253001",http://www.ycxy.com/cn/zsw/
2134,潍坊科技学院,普通本科,理工类,山东,"0536-5109220,0536-5109282",http://zs.wfust.edu.cn/
2135,齐鲁医药学院,普通本科,医药类,山东博山区,"0533-4318888,0533-4663257",http://zhaosheng.qlmu.edu.cn/Web
2136,烟台南山学院,普通本科,综合类,山东芝罘区,"0535-8609070,0535-8609225",http://zs.nanshan.edu.cn
2137,曲阜远东职业技术学院,专科（高职）,综合类,山东,"0537-4507999,0537-4507998,0537-4507946",https://www.fareast-edu.net/dept-zsxxw
